T(K)        G2/(RT)
1.30000e+03 1.58869515e+01
1.32362e+03 1.55424581e+01
1.34724e+03 1.52100432e+01
1.37085e+03 1.48890824e+01
1.39447e+03 1.45789938e+01
1.41809e+03 1.42792342e+01
1.44171e+03 1.39892959e+01
1.46533e+03 1.37087041e+01
1.48894e+03 1.34370139e+01
1.51256e+03 1.31738084e+01
1.53618e+03 1.29186962e+01
1.55980e+03 1.26713097e+01
1.58342e+03 1.24313032e+01
1.60704e+03 1.21983513e+01
1.63065e+03 1.19721475e+01
1.65427e+03 1.17524027e+01
1.67789e+03 1.15388442e+01
1.70151e+03 1.13312144e+01
1.72513e+03 1.11292697e+01
1.74874e+03 1.09327799e+01
1.77236e+03 1.07415268e+01
1.79598e+03 1.05553039e+01
1.81960e+03 1.03739153e+01
1.84322e+03 1.01971751e+01
1.86683e+03 1.00249070e+01
1.89045e+03 9.85694323e+00
1.91407e+03 9.69312458e+00
1.93769e+03 9.53329943e+00
1.96131e+03 9.37732351e+00
1.98492e+03 9.22505943e+00
2.00854e+03 9.07637624e+00
2.03216e+03 8.93114908e+00
2.05578e+03 8.78925885e+00
2.07940e+03 8.65059184e+00
2.10302e+03 8.51503945e+00
2.12663e+03 8.38249792e+00
2.15025e+03 8.25286802e+00
2.17387e+03 8.12605486e+00
2.19749e+03 8.00196762e+00
2.22111e+03 7.88051934e+00
2.24472e+03 7.76162672e+00
2.26834e+03 7.64520993e+00
2.29196e+03 7.53119244e+00
2.31558e+03 7.41950082e+00
2.33920e+03 7.31006463e+00
2.36281e+03 7.20281623e+00
2.38643e+03 7.09769067e+00
2.41005e+03 6.99462553e+00
2.43367e+03 6.89356084e+00
2.45729e+03 6.79443890e+00
2.48090e+03 6.69720423e+00
2.50452e+03 6.60180344e+00
2.52814e+03 6.50818514e+00
2.55176e+03 6.41629982e+00
2.57538e+03 6.32609982e+00
2.59899e+03 6.23753918e+00
2.62261e+03 6.15057362e+00
2.64623e+03 6.06516043e+00
2.66985e+03 5.98125840e+00
2.69347e+03 5.89882779e+00
2.71709e+03 5.81783022e+00
2.74070e+03 5.73822866e+00
2.76432e+03 5.65998731e+00
2.78794e+03 5.58307160e+00
2.81156e+03 5.50744813e+00
2.83518e+03 5.43308461e+00
2.85879e+03 5.35994981e+00
2.88241e+03 5.28801352e+00
2.90603e+03 5.21724652e+00
2.92965e+03 5.14762053e+00
2.95327e+03 5.07910818e+00
2.97688e+03 5.01168296e+00
3.00050e+03 4.94531919e+00
3.02412e+03 4.87999202e+00
3.04774e+03 4.81567734e+00
3.07136e+03 4.75235179e+00
3.09497e+03 4.68999273e+00
3.11859e+03 4.62857819e+00
3.14221e+03 4.56808689e+00
3.16583e+03 4.50849816e+00
3.18945e+03 4.44979195e+00
3.21307e+03 4.39194879e+00
3.23668e+03 4.33494980e+00
3.26030e+03 4.27877662e+00
3.28392e+03 4.22341144e+00
3.30754e+03 4.16883696e+00
3.33116e+03 4.11503634e+00
3.35477e+03 4.06199326e+00
3.37839e+03 4.00969182e+00
3.40201e+03 3.95811657e+00
3.42563e+03 3.90725249e+00
3.44925e+03 3.85708498e+00
3.47286e+03 3.80759982e+00
3.49648e+03 3.75878319e+00
3.52010e+03 3.71062163e+00
3.54372e+03 3.66310204e+00
3.56734e+03 3.61621167e+00
3.59095e+03 3.56993811e+00
3.61457e+03 3.52426926e+00
3.63819e+03 3.47919335e+00
3.66181e+03 3.43469891e+00
3.68543e+03 3.39077475e+00
3.70905e+03 3.34740999e+00
3.73266e+03 3.30459399e+00
3.75628e+03 3.26231642e+00
3.77990e+03 3.22056718e+00
3.80352e+03 3.17933642e+00
3.82714e+03 3.13861456e+00
3.85075e+03 3.09839222e+00
3.87437e+03 3.05866026e+00
3.89799e+03 3.01940978e+00
3.92161e+03 2.98063208e+00
3.94523e+03 2.94231866e+00
3.96884e+03 2.90446124e+00
3.99246e+03 2.86705173e+00
4.01608e+03 2.83008221e+00
4.03970e+03 2.79354498e+00
4.06332e+03 2.75743250e+00
4.08693e+03 2.72173740e+00
4.11055e+03 2.68645249e+00
4.13417e+03 2.65157073e+00
4.15779e+03 2.61708527e+00
4.18141e+03 2.58298937e+00
4.20503e+03 2.54927649e+00
4.22864e+03 2.51594019e+00
4.25226e+03 2.48297421e+00
4.27588e+03 2.45037241e+00
4.29950e+03 2.41812879e+00
4.32312e+03 2.38623748e+00
4.34673e+03 2.35469273e+00
4.37035e+03 2.32348892e+00
4.39397e+03 2.29262057e+00
4.41759e+03 2.26208228e+00
4.44121e+03 2.23186879e+00
4.46482e+03 2.20197495e+00
4.48844e+03 2.17239572e+00
4.51206e+03 2.14312614e+00
4.53568e+03 2.11416139e+00
4.55930e+03 2.08549672e+00
4.58291e+03 2.05712750e+00
4.60653e+03 2.02904919e+00
4.63015e+03 2.00125732e+00
4.65377e+03 1.97374755e+00
4.67739e+03 1.94651559e+00
4.70101e+03 1.91955726e+00
4.72462e+03 1.89286846e+00
4.74824e+03 1.86644516e+00
4.77186e+03 1.84028343e+00
4.79548e+03 1.81437939e+00
4.81910e+03 1.78872925e+00
4.84271e+03 1.76332932e+00
4.86633e+03 1.73817593e+00
4.88995e+03 1.71326552e+00
4.91357e+03 1.68859458e+00
4.93719e+03 1.66415969e+00
4.96080e+03 1.63995745e+00
4.98442e+03 1.61598458e+00
5.00804e+03 1.59223782e+00
5.03166e+03 1.56871399e+00
5.05528e+03 1.54540997e+00
5.07889e+03 1.52232268e+00
5.10251e+03 1.49944913e+00
5.12613e+03 1.47678635e+00
5.14975e+03 1.45433144e+00
5.17337e+03 1.43208156e+00
5.19698e+03 1.41003391e+00
