T(K)        G3/(RT)
1.30000e+03 4.91324181e+00
1.32362e+03 4.85105363e+00
1.34724e+03 4.79080972e+00
1.37085e+03 4.73241367e+00
1.39447e+03 4.67577546e+00
1.41809e+03 4.62081091e+00
1.44171e+03 4.56744126e+00
1.46533e+03 4.51559272e+00
1.48894e+03 4.46519606e+00
1.51256e+03 4.41618629e+00
1.53618e+03 4.36850230e+00
1.55980e+03 4.32208662e+00
1.58342e+03 4.27688512e+00
1.60704e+03 4.23284677e+00
1.63065e+03 4.18992343e+00
1.65427e+03 4.14806963e+00
1.67789e+03 4.10724240e+00
1.70151e+03 4.06740111e+00
1.72513e+03 4.02850727e+00
1.74874e+03 3.99052445e+00
1.77236e+03 3.95341806e+00
1.79598e+03 3.91715534e+00
1.81960e+03 3.88170514e+00
1.84322e+03 3.84703788e+00
1.86683e+03 3.81312543e+00
1.89045e+03 3.77994103e+00
1.91407e+03 3.74745920e+00
1.93769e+03 3.71565567e+00
1.96131e+03 3.68450731e+00
1.98492e+03 3.65399204e+00
2.00854e+03 3.62408880e+00
2.03216e+03 3.59477748e+00
2.05578e+03 3.56603887e+00
2.07940e+03 3.53785460e+00
2.10302e+03 3.51020709e+00
2.12663e+03 3.48307953e+00
2.15025e+03 3.45645582e+00
2.17387e+03 3.43032054e+00
2.19749e+03 3.40465891e+00
2.22111e+03 3.37945676e+00
2.24472e+03 3.35470049e+00
2.26834e+03 3.33037705e+00
2.29196e+03 3.30647392e+00
2.31558e+03 3.28297906e+00
2.33920e+03 3.25988090e+00
2.36281e+03 3.23716833e+00
2.38643e+03 3.21483065e+00
2.41005e+03 3.19285757e+00
2.43367e+03 3.17123919e+00
2.45729e+03 3.14996596e+00
2.48090e+03 3.12902871e+00
2.50452e+03 3.10841858e+00
2.52814e+03 3.08812703e+00
2.55176e+03 3.06814583e+00
2.57538e+03 3.04846705e+00
2.59899e+03 3.02908302e+00
2.62261e+03 3.00998634e+00
2.64623e+03 2.99116988e+00
2.66985e+03 2.97262672e+00
2.69347e+03 2.95435021e+00
2.71709e+03 2.93633391e+00
2.74070e+03 2.91857157e+00
2.76432e+03 2.90105717e+00
2.78794e+03 2.88378489e+00
2.81156e+03 2.86674907e+00
2.83518e+03 2.84994426e+00
2.85879e+03 2.83336518e+00
2.88241e+03 2.81700668e+00
2.90603e+03 2.80086382e+00
2.92965e+03 2.78493179e+00
2.95327e+03 2.76920591e+00
2.97688e+03 2.75368167e+00
3.00050e+03 2.73835469e+00
3.02412e+03 2.72322071e+00
3.04774e+03 2.70827560e+00
3.07136e+03 2.69351536e+00
3.09497e+03 2.67893610e+00
3.11859e+03 2.66453404e+00
3.14221e+03 2.65030552e+00
3.16583e+03 2.63624697e+00
3.18945e+03 2.62235492e+00
3.21307e+03 2.60862602e+00
3.23668e+03 2.59505700e+00
3.26030e+03 2.58164466e+00
3.28392e+03 2.56838592e+00
3.30754e+03 2.55527777e+00
3.33116e+03 2.54231728e+00
3.35477e+03 2.52950160e+00
3.37839e+03 2.51682796e+00
3.40201e+03 2.50429365e+00
3.42563e+03 2.49189605e+00
3.44925e+03 2.47963259e+00
3.47286e+03 2.46750078e+00
3.49648e+03 2.45549820e+00
3.52010e+03 2.44362247e+00
3.54372e+03 2.43187128e+00
3.56734e+03 2.42024239e+00
3.59095e+03 2.40873359e+00
3.61457e+03 2.39734276e+00
3.63819e+03 2.38606780e+00
3.66181e+03 2.37490668e+00
3.68543e+03 2.36385741e+00
3.70905e+03 2.35291806e+00
3.73266e+03 2.34208672e+00
3.75628e+03 2.33136157e+00
3.77990e+03 2.32074078e+00
3.80352e+03 2.31022262e+00
3.82714e+03 2.29980534e+00
3.85075e+03 2.28948728e+00
3.87437e+03 2.27926680e+00
3.89799e+03 2.26914229e+00
3.92161e+03 2.25911218e+00
3.94523e+03 2.24917495e+00
3.96884e+03 2.23932910e+00
3.99246e+03 2.22957317e+00
4.01608e+03 2.21990572e+00
4.03970e+03 2.21032536e+00
4.06332e+03 2.20083073e+00
4.08693e+03 2.19142047e+00
4.11055e+03 2.18209329e+00
4.13417e+03 2.17284790e+00
4.15779e+03 2.16368306e+00
4.18141e+03 2.15459752e+00
4.20503e+03 2.14559010e+00
4.22864e+03 2.13665962e+00
4.25226e+03 2.12780493e+00
4.27588e+03 2.11902490e+00
4.29950e+03 2.11031842e+00
4.32312e+03 2.10168443e+00
4.34673e+03 2.09312185e+00
4.37035e+03 2.08462965e+00
4.39397e+03 2.07620683e+00
4.41759e+03 2.06785237e+00
4.44121e+03 2.05956531e+00
4.46482e+03 2.05134469e+00
4.48844e+03 2.04318957e+00
4.51206e+03 2.03509904e+00
4.53568e+03 2.02707219e+00
4.55930e+03 2.01910814e+00
4.58291e+03 2.01120603e+00
4.60653e+03 2.00336500e+00
4.63015e+03 1.99558422e+00
4.65377e+03 1.98786288e+00
4.67739e+03 1.98020017e+00
4.70101e+03 1.97259530e+00
4.72462e+03 1.96504752e+00
4.74824e+03 1.95755605e+00
4.77186e+03 1.95012015e+00
4.79548e+03 1.94273910e+00
4.81910e+03 1.93541218e+00
4.84271e+03 1.92813868e+00
4.86633e+03 1.92091792e+00
4.88995e+03 1.91374921e+00
4.91357e+03 1.90663190e+00
4.93719e+03 1.89956533e+00
4.96080e+03 1.89254885e+00
4.98442e+03 1.88558183e+00
5.00804e+03 1.87866366e+00
5.03166e+03 1.87179373e+00
5.05528e+03 1.86497144e+00
5.07889e+03 1.85819620e+00
5.10251e+03 1.85146743e+00
5.12613e+03 1.84478457e+00
5.14975e+03 1.83814706e+00
5.17337e+03 1.83155435e+00
5.19698e+03 1.82500590e+00
5.22060e+03 1.81850118e+00
5.24422e+03 1.81203967e+00
