T(K)        G3/(RT)
5.26784e+03 1.80562086e+00
5.29146e+03 1.79924424e+00
5.31508e+03 1.79290933e+00
5.33869e+03 1.78661562e+00
5.36231e+03 1.78036265e+00
5.38593e+03 1.77414994e+00
5.40955e+03 1.76797703e+00
5.43317e+03 1.76184346e+00
5.45678e+03 1.75574878e+00
5.48040e+03 1.74969256e+00
5.50402e+03 1.74367435e+00
5.52764e+03 1.73769373e+00
5.55126e+03 1.73175027e+00
5.57487e+03 1.72584357e+00
5.59849e+03 1.71997322e+00
5.62211e+03 1.71413881e+00
5.64573e+03 1.70833995e+00
5.66935e+03 1.70257626e+00
5.69296e+03 1.69684733e+00
5.71658e+03 1.69115281e+00
5.74020e+03 1.68549232e+00
5.76382e+03 1.67986549e+00
5.78744e+03 1.67427197e+00
5.81106e+03 1.66871139e+00
5.83467e+03 1.66318341e+00
5.85829e+03 1.65768769e+00
5.88191e+03 1.65222388e+00
5.90553e+03 1.64679165e+00
5.92915e+03 1.64139067e+00
5.95276e+03 1.63602063e+00
5.97638e+03 1.63068119e+00
6.00000e+03 1.62537204e+00
