T(K)        G19/(RT)
1.30000e+03 3.36434851e+01
1.32362e+03 3.34271345e+01
1.34724e+03 3.32179559e+01
1.37085e+03 3.30155766e+01
1.39447e+03 3.28196503e+01
1.41809e+03 3.26298541e+01
1.44171e+03 3.24458870e+01
1.46533e+03 3.22674680e+01
1.48894e+03 3.20943342e+01
1.51256e+03 3.19262396e+01
1.53618e+03 3.17629536e+01
1.55980e+03 3.16042599e+01
1.58342e+03 3.14499554e+01
1.60704e+03 3.12998489e+01
1.63065e+03 3.11537607e+01
1.65427e+03 3.10115214e+01
1.67789e+03 3.08729713e+01
1.70151e+03 3.07379597e+01
1.72513e+03 3.06063440e+01
1.74874e+03 3.04779896e+01
1.77236e+03 3.03527691e+01
1.79598e+03 3.02305618e+01
1.81960e+03 3.01112532e+01
1.84322e+03 2.99947349e+01
1.86683e+03 2.98809038e+01
1.89045e+03 2.97696621e+01
1.91407e+03 2.96609167e+01
1.93769e+03 2.95545791e+01
1.96131e+03 2.94505651e+01
1.98492e+03 2.93487942e+01
2.00854e+03 2.92491901e+01
2.03216e+03 2.91516798e+01
2.05578e+03 2.90561935e+01
2.07940e+03 2.89626648e+01
2.10302e+03 2.88710301e+01
2.12663e+03 2.87812286e+01
2.15025e+03 2.86932022e+01
2.17387e+03 2.86068952e+01
2.19749e+03 2.85222543e+01
2.22111e+03 2.84392286e+01
2.24472e+03 2.83577690e+01
2.26834e+03 2.82778287e+01
2.29196e+03 2.81993625e+01
2.31558e+03 2.81223272e+01
2.33920e+03 2.80466813e+01
2.36281e+03 2.79723850e+01
2.38643e+03 2.78993998e+01
2.41005e+03 2.78276888e+01
2.43367e+03 2.77572166e+01
2.45729e+03 2.76879491e+01
2.48090e+03 2.76198532e+01
2.50452e+03 2.75529168e+01
2.52814e+03 2.74870698e+01
2.55176e+03 2.74223029e+01
2.57538e+03 2.73585877e+01
2.59899e+03 2.72958968e+01
2.62261e+03 2.72342038e+01
2.64623e+03 2.71734833e+01
2.66985e+03 2.71137107e+01
2.69347e+03 2.70548621e+01
2.71709e+03 2.69969146e+01
2.74070e+03 2.69398460e+01
2.76432e+03 2.68836347e+01
2.78794e+03 2.68282600e+01
2.81156e+03 2.67737018e+01
2.83518e+03 2.67199405e+01
2.85879e+03 2.66669573e+01
2.88241e+03 2.66147339e+01
2.90603e+03 2.65632527e+01
2.92965e+03 2.65124965e+01
2.95327e+03 2.64624487e+01
2.97688e+03 2.64130931e+01
3.00050e+03 2.63644141e+01
3.02412e+03 2.63163966e+01
3.04774e+03 2.62690258e+01
3.07136e+03 2.62222874e+01
3.09497e+03 2.61761677e+01
3.11859e+03 2.61306531e+01
3.14221e+03 2.60857305e+01
3.16583e+03 2.60413873e+01
3.18945e+03 2.59976110e+01
3.21307e+03 2.59543898e+01
3.23668e+03 2.59117119e+01
3.26030e+03 2.58695659e+01
3.28392e+03 2.58279409e+01
3.30754e+03 2.57868260e+01
3.33116e+03 2.57462110e+01
3.35477e+03 2.57060855e+01
3.37839e+03 2.56664396e+01
3.40201e+03 2.56272638e+01
3.42563e+03 2.55885487e+01
3.44925e+03 2.55502850e+01
3.47286e+03 2.55124640e+01
3.49648e+03 2.54750768e+01
3.52010e+03 2.54381150e+01
3.54372e+03 2.54015704e+01
3.56734e+03 2.53654350e+01
3.59095e+03 2.53297008e+01
3.61457e+03 2.52943602e+01
3.63819e+03 2.52594057e+01
3.66181e+03 2.52248301e+01
3.68543e+03 2.51906262e+01
3.70905e+03 2.51567871e+01
3.73266e+03 2.51233059e+01
3.75628e+03 2.50901761e+01
3.77990e+03 2.50573912e+01
3.80352e+03 2.50249448e+01
3.82714e+03 2.49928308e+01
3.85075e+03 2.49610431e+01
3.87437e+03 2.49295758e+01
3.89799e+03 2.48984232e+01
3.92161e+03 2.48675796e+01
3.94523e+03 2.48370394e+01
3.96884e+03 2.48067973e+01
3.99246e+03 2.47768480e+01
4.01608e+03 2.47471863e+01
4.03970e+03 2.47178071e+01
4.06332e+03 2.46887055e+01
4.08693e+03 2.46598767e+01
4.11055e+03 2.46313158e+01
4.13417e+03 2.46030182e+01
4.15779e+03 2.45749795e+01
4.18141e+03 2.45471950e+01
4.20503e+03 2.45196605e+01
4.22864e+03 2.44923716e+01
4.25226e+03 2.44653241e+01
4.27588e+03 2.44385140e+01
4.29950e+03 2.44119371e+01
4.32312e+03 2.43855896e+01
4.34673e+03 2.43594674e+01
4.37035e+03 2.43335670e+01
4.39397e+03 2.43078843e+01
4.41759e+03 2.42824159e+01
4.44121e+03 2.42571581e+01
4.46482e+03 2.42321074e+01
4.48844e+03 2.42072603e+01
4.51206e+03 2.41826134e+01
4.53568e+03 2.41581634e+01
4.55930e+03 2.41339069e+01
4.58291e+03 2.41098408e+01
4.60653e+03 2.40859619e+01
4.63015e+03 2.40622670e+01
4.65377e+03 2.40387532e+01
4.67739e+03 2.40154173e+01
4.70101e+03 2.39922566e+01
4.72462e+03 2.39692679e+01
4.74824e+03 2.39464485e+01
4.77186e+03 2.39237957e+01
4.79548e+03 2.39013065e+01
4.81910e+03 2.38789783e+01
4.84271e+03 2.38568085e+01
4.86633e+03 2.38347944e+01
4.88995e+03 2.38129334e+01
4.91357e+03 2.37912229e+01
4.93719e+03 2.37696606e+01
4.96080e+03 2.37482438e+01
4.98442e+03 2.37269702e+01
5.00804e+03 2.37058374e+01
5.03166e+03 2.36848430e+01
5.05528e+03 2.36639847e+01
5.07889e+03 2.36432602e+01
5.10251e+03 2.36226673e+01
5.12613e+03 2.36022038e+01
5.14975e+03 2.35818675e+01
5.17337e+03 2.35616561e+01
5.19698e+03 2.35415677e+01
5.22060e+03 2.35216001e+01
5.24422e+03 2.35017513e+01
5.26784e+03 2.34820191e+01
5.29146e+03 2.34624017e+01
5.31508e+03 2.34428971e+01
5.33869e+03 2.34235032e+01
5.36231e+03 2.34042182e+01
5.38593e+03 2.33850401e+01
5.40955e+03 2.33659672e+01
5.43317e+03 2.33469975e+01
5.45678e+03 2.33281293e+01
5.48040e+03 2.33093607e+01
5.50402e+03 2.32906900e+01
