T(K)        G5/(RT)
2.81156e+03 6.39095113e-01
2.83518e+03 6.82920983e-01
2.85879e+03 7.25992417e-01
2.88241e+03 7.68328424e-01
2.90603e+03 8.09947378e-01
2.92965e+03 8.50867049e-01
2.95327e+03 8.91104626e-01
2.97688e+03 9.30676740e-01
3.00050e+03 9.69599486e-01
3.02412e+03 1.00788845e+00
3.04774e+03 1.04555871e+00
3.07136e+03 1.08262488e+00
3.09497e+03 1.11910112e+00
3.11859e+03 1.15500115e+00
3.14221e+03 1.19033826e+00
3.16583e+03 1.22512534e+00
3.18945e+03 1.25937489e+00
3.21307e+03 1.29309903e+00
3.23668e+03 1.32630952e+00
3.26030e+03 1.35901777e+00
3.28392e+03 1.39123485e+00
3.30754e+03 1.42297152e+00
3.33116e+03 1.45423822e+00
3.35477e+03 1.48504507e+00
3.37839e+03 1.51540192e+00
3.40201e+03 1.54531834e+00
3.42563e+03 1.57480362e+00
3.44925e+03 1.60386679e+00
3.47286e+03 1.63251664e+00
3.49648e+03 1.66076170e+00
3.52010e+03 1.68861027e+00
3.54372e+03 1.71607042e+00
3.56734e+03 1.74315002e+00
3.59095e+03 1.76985669e+00
3.61457e+03 1.79619789e+00
3.63819e+03 1.82218083e+00
3.66181e+03 1.84781257e+00
3.68543e+03 1.87309998e+00
3.70905e+03 1.89804971e+00
3.73266e+03 1.92266829e+00
3.75628e+03 1.94696204e+00
3.77990e+03 1.97093714e+00
3.80352e+03 1.99459960e+00
3.82714e+03 2.01795529e+00
3.85075e+03 2.04100991e+00
3.87437e+03 2.06376903e+00
3.89799e+03 2.08623808e+00
3.92161e+03 2.10842236e+00
3.94523e+03 2.13032703e+00
3.96884e+03 2.15195711e+00
3.99246e+03 2.17331753e+00
4.01608e+03 2.19441307e+00
4.03970e+03 2.21524841e+00
4.06332e+03 2.23582811e+00
4.08693e+03 2.25615662e+00
4.11055e+03 2.27623829e+00
4.13417e+03 2.29607736e+00
4.15779e+03 2.31567798e+00
4.18141e+03 2.33504419e+00
4.20503e+03 2.35417993e+00
4.22864e+03 2.37308908e+00
4.25226e+03 2.39177539e+00
4.27588e+03 2.41024255e+00
4.29950e+03 2.42849416e+00
4.32312e+03 2.44653372e+00
4.34673e+03 2.46436468e+00
4.37035e+03 2.48199040e+00
4.39397e+03 2.49941414e+00
4.41759e+03 2.51663913e+00
4.44121e+03 2.53366850e+00
4.46482e+03 2.55050531e+00
4.48844e+03 2.56715257e+00
4.51206e+03 2.58361320e+00
4.53568e+03 2.59989007e+00
4.55930e+03 2.61598599e+00
4.58291e+03 2.63190371e+00
4.60653e+03 2.64764590e+00
4.63015e+03 2.66321519e+00
4.65377e+03 2.67861416e+00
4.67739e+03 2.69384532e+00
4.70101e+03 2.70891114e+00
4.72462e+03 2.72381401e+00
4.74824e+03 2.73855630e+00
4.77186e+03 2.75314032e+00
4.79548e+03 2.76756833e+00
4.81910e+03 2.78184254e+00
4.84271e+03 2.79596512e+00
4.86633e+03 2.80993819e+00
4.88995e+03 2.82376382e+00
4.91357e+03 2.83744406e+00
4.93719e+03 2.85098090e+00
4.96080e+03 2.86437628e+00
4.98442e+03 2.87763213e+00
5.00804e+03 2.89075031e+00
5.03166e+03 2.90373267e+00
5.05528e+03 2.91658099e+00
5.07889e+03 2.92929705e+00
5.10251e+03 2.94188257e+00
5.12613e+03 2.95433924e+00
5.14975e+03 2.96666873e+00
5.17337e+03 2.97887265e+00
5.19698e+03 2.99095261e+00
5.22060e+03 3.00291016e+00
5.24422e+03 3.01474684e+00
5.26784e+03 3.02646414e+00
5.29146e+03 3.03806355e+00
5.31508e+03 3.04954651e+00
5.33869e+03 3.06091442e+00
5.36231e+03 3.07216868e+00
5.38593e+03 3.08331066e+00
5.40955e+03 3.09434167e+00
5.43317e+03 3.10526304e+00
5.45678e+03 3.11607605e+00
5.48040e+03 3.12678196e+00
5.50402e+03 3.13738200e+00
5.52764e+03 3.14787738e+00
5.55126e+03 3.15826930e+00
5.57487e+03 3.16855892e+00
5.59849e+03 3.17874738e+00
5.62211e+03 3.18883581e+00
5.64573e+03 3.19882531e+00
5.66935e+03 3.20871696e+00
5.69296e+03 3.21851183e+00
5.71658e+03 3.22821094e+00
5.74020e+03 3.23781532e+00
5.76382e+03 3.24732598e+00
5.78744e+03 3.25674390e+00
5.81106e+03 3.26607005e+00
5.83467e+03 3.27530536e+00
5.85829e+03 3.28445078e+00
5.88191e+03 3.29350721e+00
5.90553e+03 3.30247556e+00
5.92915e+03 3.31135669e+00
5.95276e+03 3.32015148e+00
5.97638e+03 3.32886077e+00
6.00000e+03 3.33748539e+00
