T(K)        G6/(RT)
1.30000e+03 4.04546489e+00
1.32362e+03 3.94739488e+00
1.34724e+03 3.85276336e+00
1.37085e+03 3.76139261e+00
1.39447e+03 3.67311693e+00
1.41809e+03 3.58778169e+00
1.44171e+03 3.50524238e+00
1.46533e+03 3.42536380e+00
1.48894e+03 3.34801934e+00
1.51256e+03 3.27309029e+00
1.53618e+03 3.20046523e+00
1.55980e+03 3.13003952e+00
1.58342e+03 3.06171473e+00
1.60704e+03 2.99539824e+00
1.63065e+03 2.93100278e+00
1.65427e+03 2.86844608e+00
1.67789e+03 2.80765048e+00
1.70151e+03 2.74854265e+00
1.72513e+03 2.69105326e+00
1.74874e+03 2.63511676e+00
1.77236e+03 2.58067104e+00
1.79598e+03 2.52765731e+00
1.81960e+03 2.47601980e+00
1.84322e+03 2.42570560e+00
1.86683e+03 2.37666449e+00
1.89045e+03 2.32884876e+00
1.91407e+03 2.28221305e+00
1.93769e+03 2.23671420e+00
1.96131e+03 2.19231115e+00
1.98492e+03 2.14896478e+00
2.00854e+03 2.10663781e+00
2.03216e+03 2.06529470e+00
2.05578e+03 2.02490155e+00
2.07940e+03 1.98542598e+00
2.10302e+03 1.94683707e+00
2.12663e+03 1.90910529e+00
2.15025e+03 1.87220240e+00
2.17387e+03 1.83610137e+00
2.19749e+03 1.80077635e+00
2.22111e+03 1.76620258e+00
2.24472e+03 1.73235636e+00
2.26834e+03 1.69921496e+00
2.29196e+03 1.66675659e+00
2.31558e+03 1.63496034e+00
2.33920e+03 1.60380617e+00
2.36281e+03 1.57327481e+00
2.38643e+03 1.54334778e+00
2.41005e+03 1.51400731e+00
2.43367e+03 1.48523632e+00
2.45729e+03 1.45701840e+00
2.48090e+03 1.42933774e+00
2.50452e+03 1.40217915e+00
2.52814e+03 1.37552799e+00
2.55176e+03 1.34937018e+00
2.57538e+03 1.32369215e+00
2.59899e+03 1.29848080e+00
2.62261e+03 1.27372354e+00
2.64623e+03 1.24940821e+00
2.66985e+03 1.22552307e+00
2.69347e+03 1.20205682e+00
2.71709e+03 1.17899852e+00
2.74070e+03 1.15633763e+00
2.76432e+03 1.13406397e+00
2.78794e+03 1.11216769e+00
2.81156e+03 1.09063929e+00
2.83518e+03 1.06946956e+00
2.85879e+03 1.04864963e+00
2.88241e+03 1.02817088e+00
2.90603e+03 1.00802501e+00
2.92965e+03 9.88203959e-01
2.95327e+03 9.68699939e-01
2.97688e+03 9.49505401e-01
3.00050e+03 9.30613038e-01
3.02412e+03 9.12015770e-01
3.04774e+03 8.93706737e-01
3.07136e+03 8.75679289e-01
3.09497e+03 8.57926980e-01
3.11859e+03 8.40443559e-01
3.14221e+03 8.23222962e-01
3.16583e+03 8.06259308e-01
3.18945e+03 7.89546887e-01
3.21307e+03 7.73080161e-01
3.23668e+03 7.56853750e-01
3.26030e+03 7.40862432e-01
3.28392e+03 7.25101135e-01
3.30754e+03 7.09564930e-01
3.33116e+03 6.94249031e-01
3.35477e+03 6.79148784e-01
3.37839e+03 6.64259666e-01
3.40201e+03 6.49577281e-01
3.42563e+03 6.35097352e-01
3.44925e+03 6.20815720e-01
3.47286e+03 6.06728340e-01
3.49648e+03 5.92831275e-01
3.52010e+03 5.79120695e-01
3.54372e+03 5.65592871e-01
3.56734e+03 5.52244172e-01
3.59095e+03 5.39071066e-01
3.61457e+03 5.26070108e-01
3.63819e+03 5.13237948e-01
3.66181e+03 5.00571319e-01
3.68543e+03 4.88067038e-01
3.70905e+03 4.75722004e-01
3.73266e+03 4.63533194e-01
3.75628e+03 4.51497662e-01
3.77990e+03 4.39612534e-01
3.80352e+03 4.27875008e-01
3.82714e+03 4.16282351e-01
3.85075e+03 4.04831899e-01
3.87437e+03 3.93521051e-01
3.89799e+03 3.82347268e-01
3.92161e+03 3.71308074e-01
3.94523e+03 3.60401053e-01
3.96884e+03 3.49623844e-01
3.99246e+03 3.38974144e-01
4.01608e+03 3.28449704e-01
4.03970e+03 3.18048325e-01
4.06332e+03 3.07767863e-01
4.08693e+03 2.97606221e-01
4.11055e+03 2.87561351e-01
4.13417e+03 2.77631252e-01
4.15779e+03 2.67813967e-01
4.18141e+03 2.58107586e-01
4.20503e+03 2.48510238e-01
4.22864e+03 2.39020099e-01
4.25226e+03 2.29635380e-01
4.27588e+03 2.20354336e-01
4.29950e+03 2.11175257e-01
